Heading,Summary,Link,PostedBy,PostedOnDate
"Delhi Government to send 200 govt school principals to Harvard, Cambridge",The goals for the 2016-17 academic session involve ‘foundation skills for students (Std 1-9)’ and ‘subject knowledge for teachers (Std 9-12)’.,http://www.financialexpress.com/jobs/delhis-aap-government-to-send-200-govt-school-principals-to-harvard-cambridge-manish-sisodia/234410/,Express News Service ," April 9, 2016 1:14 PM"
"IIT annual fee for undergraduate courses to be hiked from Rs 90,000 to Rs 2 lakh","The annual fees for undergraduate courses in IITs will be hiked from existing Rs 90,000 to Rs two lakh from upcoming academic session and there will be total fee waiver for SCs and STs, the differently-abled and those belonging to economically weaker sections.",http://www.financialexpress.com/jobs/iit-annual-fee-for-undergraduate-courses-to-be-hiked-from-rs-90000-to-rs-2-lakh-total-waiver-for-scst-disabled-poor/233627/,PTI ," April 7, 2016 1:46 PM"
Top 10: Fiction and Non Fiction,She Swiped Right into My Heart: Sudeep Nagarkar,http://www.financialexpress.com/jobs/top-10-fiction-and-non-fiction-31/234520/,FE Bureau ," April 10, 2016 6:11 AM"
Bestsellers in March: Fiction and Non-fiction,Bestsellers in March: Fiction and Non-fiction,http://www.financialexpress.com/jobs/bestsellers-in-march-fiction-and-non-fiction/232073/,NA,"April 3, 2016 12:27 AM"
‘Huge employment opportunities to open up in private sector in Andhra Pradesh’,"Finance Minister Yanamala Ramakrishnudu says large-scale employment opportunities are being created in the private sector in Andhra Pradesh with the state’s intervention as industrial investments worth Rs 11,500 crore are set to be made in the state in 2016-17.",http://www.financialexpress.com/jobs/huge-employment-opportunities-to-open-up-in-private-sector-in-andhra-pradesh/233289/,PTI ," April 6, 2016 4:30 PM"
"School dropouts, skills gap major concerns for industry","Despite the government running several programmes like the Mid Day Meal Scheme and Sarva Shiksha Abhiyan, around 40 million children in India have still not been to schools. ",http://www.financialexpress.com/jobs/school-dropouts-skills-gap-major-concerns-for-industry/232273/,Akash Sinha ," April 4, 2016 12:28 AM"
Jamia Millia Islamia faces students’ ire over fee hike; to reconsider move,Jamia Millia Islamia’s plan to increase fee in all its courses by five per cent from upcoming academic session has met with protests from students following which the varsity has decided to reconsider the move.,http://www.financialexpress.com/jobs/jamia-millia-islamia-faces-students-ire-over-fee-hike-to-reconsider-move/232936/,PTI ," April 5, 2016 8:13 PM"
Un-historic: Ancient lore is the biggest misfit in Ashwin Sanghi’s latest book,"A Bollywood-type roller-coaster of a story, a crash course in modern India’s history and some elixir in good measure make Ashwin Sanghi’s latest book, The Sialkot Saga, quite a potboiler.",http://www.financialexpress.com/jobs/un-historic-ancient-lore-is-the-biggest-misfit-in-ashwin-sanghis-latest-book/234517/,Ivinder Gill ," April 10, 2016 6:08 AM"
Class 12th (PUC) Chemistry paper leak: Karnataka minister’s assistant arrested,"The personal assistant (PA) of a Karnataka minister and two other people were arrested on Monday for leaking of the question paper for the pre-university course (PUC) chemistry re-exam on March 31, that led to its cancellation and re-scheduling to April 12.",http://www.financialexpress.com/jobs/class-12th-puc-chemistry-paper-leak-karnataka-ministers-assistant-arrested/232732/,IANS ," April 5, 2016 10:52 AM"
"Medical entrance test: Supreme Court recalls MBBS, BDS order","In a significant order, Supreme Court today recalled its controversial judgement scrapping single common entrance test (NEET) for admission to MBBS, BDS and PG courses in all medical colleges.",http://www.financialexpress.com/jobs/medical-entrance-test-supreme-court-recalls-mbbs-bds-order/235156/,PTI ," April 11, 2016 7:43 PM"
"Women to get more time to complete PhD, MPhil: Smriti Irani","Women and the differently-abled are likely to get additional time to complete their M.Phil and Ph.D as the HRD Ministry aims to boost their entry into the academia, Union Minister Smriti Irani said today.",http://www.financialexpress.com/jobs/women-to-get-more-time-to-complete-phd-mphil-smriti-irani/232575/,PTI ," April 4, 2016 11:25 PM"
MOOCs are not the answer to our education challenges,Small Private Online Courses (SPOCs) provide much better learning outcomes,http://www.financialexpress.com/jobs/moocs-are-not-the-answer-to-our-education-challenges/234799/,NA,"April 11, 2016 5:56 AM"
Appraisal time: Average hike of 12% likely; top talent to get 25%,"It is appraisal time again and employees can look forward to an average hike of 10-12 per cent, while top performers can eye as much as 25 per cent, but this once-a-year evaluation norm may change as firms are shifting to a more regular feedback culture, say experts.",http://www.financialexpress.com/jobs/appraisal-time-average-hike-of-12-likely-top-talent-to-get-25/234602/,PTI ," April 10, 2016 11:51 AM"
Classic Archer,The penultimate book in the Clifton Chronicles series doesn’t disappoint,http://www.financialexpress.com/jobs/classic-archer/234518/,fe Features ," April 10, 2016 6:09 AM"
ON THE SHELF,INDIA’S BROKEN TRYST: Why was the speech made in English? Did Nehru not know when he talked of the world being asleep at midnight that it was not midnight everywhere?,http://www.financialexpress.com/jobs/on-the-shelf-64/234519/,FE Bureau ," April 10, 2016 6:10 AM"
Class 12 Chemistry exam paper leak: 3 persons including Minister’s PA arrested,A Karnataka minister’s Personal Assistant and two others were arrested today in connection with Class 12 Chemistry exam question paper leak last week.,http://www.financialexpress.com/jobs/class-12-chemistry-exam-paper-leak-3-persons-including-ministers-pa-arrested/232561/,PTI ," April 4, 2016 10:06 PM"
PIL in Delhi High Court for recruiting married female law graduates as Judge Advocate General,A PIL has been moved in Delhi High Court seeking directions to the government to recruit married women law graduates into the Judge Advocate General (JAG) department of the Indian Army like similarly placed men. ,http://www.financialexpress.com/jobs/pil-in-delhi-high-court-for-recruiting-married-female-law-graduates-as-judge-advocate-general/233854/,PTI ," April 7, 2016 7:35 PM"
Company Secretaries pocket average annual pay of Rs 50 lakh: Report,"The average annual compensation of Company Secretaries at the top 500 firms listed on the BSE stood at Rs 50 lakh even though many of them got less than Rs 25 lakh, says a report.",http://www.financialexpress.com/jobs/company-secretaries-pocket-average-annual-pay-of-rs-50-lakh-report/233364/,PTI ," April 6, 2016 7:02 PM"
Words worth: Demons or deities?,"A forceful, but perhaps unnecessary, effort in support of the popular faces of the independence struggle",http://www.financialexpress.com/jobs/words-worth-demons-or-deities/234516/,Rishi Raj ," April 10, 2016 6:07 AM"
Employees may have to declare ‘bigamy’ in service book: Govt,"All central government employees will have to give declaration regarding bigamy in their service book, as per the Centre’s new proposal.",http://www.financialexpress.com/jobs/employees-may-have-to-declare-bigamy-in-service-book-govt/233407/,PTI ," April 6, 2016 10:13 PM"
Storm The Norm book review: Big business,A great collection of stories about brands that went against the tide and carved a niche for themselves,http://www.financialexpress.com/jobs/storm-the-norm-book-review-big-business/232070/,Ankita Rai ," April 3, 2016 12:18 AM"
IIM-Ahmedabad ups fee for flagship 2-year programme by Rs 1 lakh,Indian Institute of Management Ahmedabad (IIM-A) has increased the fee for its flagship two-year postgraduate programme in management (PGPM) from Rs 18.5 lakh to Rs 19.5 lakh.,http://www.financialexpress.com/jobs/iim-ahmedabad-ups-fee-for-flagship-2-year-programme-by-rs-1-lakh/229094/,PTI ," March 23, 2016 6:42 PM"
UPTET results 2016 declared; check merit list at upbasiceduboard.gov.in,UPTET results 2016: Uttar Pradesh Teacher Eligibility Test (UPTET) results 2016 has been declared at the official website upbasiceduboard.gov.in by Uttar Pradesh education board. ,http://www.financialexpress.com/jobs/uptet-results-2016-declared-check-exam-scores-merit-list-at-upbasiceduboard-gov-in/230435/,FE Online ," March 29, 2016 12:31 PM"
On the shelf,"Making Sense of Modi’s India debates the future of the nation, bringing together a cross-section of leading voices from the academia, media and politics to examine the factors behind the dramatic resurgence of Hindu nationalism and Modi’s own meteoric rise.",http://www.financialexpress.com/jobs/on-the-shelf-61/227700/,FE Bureau ," March 20, 2016 12:10 AM"
Can technology reshape the future of education?,"This is the age of technology disruption, where digital is the way to go. The world, as we have known, has transformed in just under a decade, growing and evolving on the wings of revolutionary digital innovations that are now visible everywhere.",http://www.financialexpress.com/jobs/can-technology-reshape-the-future-of-education/229979/,Udai Singh ," March 28, 2016 12:26 AM"
A tribe’s tale,A narrative peppered with anecdotes that could rival any anthropological work on the Durwa tribe of Bastar,http://www.financialexpress.com/jobs/a-tribes-tale/227699/,Sarthak Ray ," March 20, 2016 12:09 AM"
Top 10 Fiction and Non-fiction books,Top 10 Fiction and Non-fiction books,http://www.financialexpress.com/jobs/top-10-fiction-and-non-fiction-books-12/229835/,NA,"March 27, 2016 12:13 AM"
New Songs of the Survivors book review: Memory march,This book ensures the ‘Forgotten Long March’ doesn’t fade with the memories of those who undertook it ,http://www.financialexpress.com/jobs/new-songs-of-the-survivors-book-review-memory-march/229833/,Sarthak Ray ," March 27, 2016 12:09 AM"
The role of Ed-techs in bridging educational gap,"It is unfortunate that the Indian higher education system, by and large, has been stagnant for a while. ",http://www.financialexpress.com/jobs/the-role-of-ed-techs-in-bridging-educational-gap/229981/,Piyush Agrawal ," March 28, 2016 12:25 AM"
IBPS CWE Results for SO/PO/MT/Clerks-V 2016: Check out your marks @ibps.in,"Candidates who appeared for this most important examination held by the Institute of Banking Personnel Selection (IBPS) CWE – SO/PO/MT/Clerks-V, can now dump the anxiety and check their result as the institute has announced it today.",http://www.financialexpress.com/jobs/ibps-cwe-results-for-sopomtclerks-v-2016-check-out-your-marks-ibps-in/231596/,FE Online ," April 1, 2016 12:42 PM"
Skill Exchange: A digital marketplace to link jobs to skills,"Modelled like a digital marketplace, the skill exchange would bring businesses which need to hire skilled resources and training providers who skill “these” resources on one platform",http://www.financialexpress.com/jobs/skill-exchange-a-digital-marketplace-to-link-jobs-to-skills/227840/,NA,"March 21, 2016 12:02 AM"
Art from the heart,"Differently-abled artists have to overcome several odds to pursue their dreams. But thanks to some new initiatives that recognise their needs and help them popularise their art, life is a canvas of bright hues for them",http://www.financialexpress.com/jobs/art-from-the-heart/229831/,Nitin Sreedhar ," March 27, 2016 12:06 AM"
